key,source,target
6/1/1#0,"There is a limit to the number of times you can switch the active device. 
Would you like to switch now?","Количество переключений активного устройства ограничено. 
Переключить сейчас?"
6/1/2#0,"If you activate your license on this device, the device your license is currently registered to will be deactivated. 
 There is a limit to the number of times you can transfer licenses across devices.","Если вы активируете лицензию на этом устройстве, устройство, на которое сейчас зарегистрирована лицензия, будет деактивировано. 
 Количество переносов лицензий между устройствами ограничено."
6/1/3#0,"If you activate your license on this device, your license will be deactivated from the previous device. There is a limit to the number of times you can transfer your plan across devices.","Если вы активируете лицензию на этом устройстве, лицензия будет деактивирована на предыдущем устройстве. Количество переносов плана между устройствами ограничено."
6/1/4#0,Are you sure you want to activate this device?,Вы действительно хотите активировать это устройство?
6/1/5#0,Would you like to switch your active device now?,Переключить активное устройство сейчас?
6/1/6#0,"You can use Companion Mode for free without a monthly plan. 
 To use Companion Mode, go back to the Start screen and tap ""Get Started"".","Режим Companion можно использовать бесплатно без месячного плана. 
 Чтобы использовать режим Companion, вернитесь на начальный экран и нажмите «Get Started»."
6/1/7#0,"If you wish to use multiple devices continuously, please apply for a plan with the appropriate number of devices.","Если вы хотите постоянно использовать несколько устройств, оформите план с подходящим количеством устройств."
6/1/8#0,"Your license will be deactivated from the previous device. If you wish to use your license on more than one device at once, please check for a suitable option. 
There is a limit to how often you can transfer your license across devices in one day.","Лицензия будет деактивирована на предыдущем устройстве. Если вы хотите использовать лицензию на нескольких устройствах одновременно, подберите подходящий вариант. 
Количество переносов лицензии между устройствами в течение одного дня ограничено."
6/1/9#0,"Your license will be deactivated from the previous device. If you wish to use your license on more devices at once, please check for a suitable plan. 
There is a limit to the number of times you can transfer your plan across devices.","Лицензия будет деактивирована на предыдущем устройстве. Если вы хотите использовать лицензию на большем числе устройств одновременно, подберите подходящий план. 
Количество переносов плана между устройствами ограничено."
6/1/10#0,"If you wish to use your license on more devices at once, please check for a suitable plan.","Если вы хотите использовать лицензию на большем числе устройств одновременно, подберите подходящий план."
6/1/11#0,About changing your plan,Об изменении плана
6/1/12#0,How to use Companion Mode,Как использовать режим Companion
6/1/15#0,Activate and launch,Активировать и запустить
7/1/1#0,"You have already registered a trial, so you cannot register a second trial. 

If you get this message even if you have not previously registered a trial, please contact our support team for help.","Вы уже зарегистрировали пробную версию, поэтому не можете зарегистрировать её повторно. 

Если вы получаете это сообщение, хотя ранее не регистрировали пробную версию, обратитесь за помощью в нашу службу поддержки."
7/1/2#0,Authentication key,Ключ аутентификации
8/1/1#0,Failed to verify the license.,Не удалось проверить лицензию.
8/1/2#0,Verify license from another device,Проверить лицензию с другого устройства
8/1/5#0,Launch with limited features,Запустить с ограниченными функциями
8/1/6#0,Note: The license will be verified upon next launch.,Примечание. Лицензия будет проверена при следующем запуске.
9/1/1#0,"Could not verify the license when launching the software. 
If the license cannot be verified within 3 days, the license verification dialog will appear again.","Не удалось проверить лицензию при запуске программы. 
Если лицензию не удастся проверить в течение 3 дней, диалог проверки лицензии появится снова."
10/1/1#0,Your plan has expired.,Срок действия вашего плана истёк.
10/1/2#0,"To change your current plan, 
tap “Use existing plan” and choose the new plan.","Чтобы изменить текущий план, 
нажмите «Использовать существующий план» и выберите новый план."
10/1/3#0,Try for free,Попробовать бесплатно
10/1/4#0,Up to 30 hours a month for free with no ads,До 30 часов в месяц бесплатно и без рекламы
10/1/5#0,Sign up,Зарегистрироваться
10/1/6#0,"Sign up for a plan
to draw and create without a time limit","Оформите план,
чтобы рисовать и творить без ограничений по времени"
10/1/7#0,From %s/year,От %s/год
10/1/8#0,From %s/month,От %s/месяц
10/1/9#0,Use existing plan,Использовать существующий план
10/1/10#0,Tap here for support,Нажмите здесь для поддержки
11/1/1#0,Your plan has expired.,Срок действия вашего плана истёк.
11/1/2#0,"Continue trial 
 You will not be able to save or export the project","Продолжить пробную версию 
 Вы не сможете сохранять и экспортировать проект"
11/1/3#0,Sign up,Зарегистрироваться
11/1/4#0,"You need a monthly or annual plan 
to use this app","Для использования этого приложения 
нужен месячный или годовой план"
11/1/5#0,From %s/year,От %s/год
11/1/6#0,From %s/month,От %s/месяц
11/1/7#0,Use existing plan,Использовать существующий план
11/1/8#0,Tap here for support,Нажмите здесь для поддержки
12/1/1#0,Your usage period has expired.,Срок использования истёк.
12/1/2#0,The current license cannot be used on this device.,Текущую лицензию нельзя использовать на этом устройстве.
12/1/3#0,"If you have made a change to your plan, please click on ""I already have a license"" and select your license.","Если вы изменили план, нажмите «У меня уже есть лицензия» и выберите свою лицензию."
12/1/4#0,Sign up for a plan,Оформить план
12/1/5#0,I already have a license,У меня уже есть лицензия
12/1/6#0,"I already have a license /
I have signed up for a free offer","У меня уже есть лицензия /
Я оформил бесплатное предложение"
12/1/7#0,For those with an activation code,"Для тех, у кого есть код активации"
12/1/8#0,You can change the grade in future launches as well.,Изменить версию можно и при последующих запусках.
12/1/9#0,Learn more about the new features,Подробнее о новых возможностях
12/1/10#0,Keep using the trial of Clip Studio Paint,Продолжить использовать пробную версию Clip Studio Paint
12/1/11#0,"Always free, no ads (30 hours/month)","Всегда бесплатно, без рекламы (30 часов в месяц)"
12/1/12#0,%s - Usage period has expired,%s — срок использования истёк
13/1/2#0,Downloading the installer for Clip Studio Paint %s.,Загрузка установщика Clip Studio Paint %s.
13/1/3#0,Failed to download the installer.,Не удалось загрузить установщик.
14/1/1#0,"Always free, no ads (30 hours/month)","Всегда бесплатно, без рекламы (30 часов в месяц)"
14/1/2#0,Get Started,Начать
14/1/3#0,First 3 months free,Первые 3 месяца бесплатно
14/1/4#0,6 months free,6 месяцев бесплатно
14/1/5#0,Draw as long as you want,Рисуйте сколько угодно
14/1/6#0,First 3 months free,Первые 3 месяца бесплатно
14/1/7#0,For first-time users. Cancel anytime!,Для новых пользователей. Отмена в любой момент!
14/1/8#0,Cancel anytime!,Отмена в любой момент!
14/1/9#0,"You will be charged after the free trial
Cancel anytime","Плата будет взиматься после бесплатного пробного периода
Отмена в любой момент"
14/1/10#0,From %s/month,От %s/месяц
14/1/11#0,Sign up,Зарегистрироваться
14/1/12#0,Use existing license,Использовать существующую лицензию
14/1/13#0,Tap here for support,Нажмите здесь для поддержки
14/1/14#0,Try for free,Попробовать бесплатно
14/1/15#0,Up to 30 hours a month for free with no ads,До 30 часов в месяц бесплатно и без рекламы
14/1/16#0,Sign up,Зарегистрироваться
14/1/17#0,"Sign up for a plan
to draw and create without a time limit","Оформите план,
чтобы рисовать и творить без ограничений по времени"
14/1/18#0,Get 6 months free and 20% off your first subscription,Получите 6 месяцев бесплатно и скидку 20% на первую подписку
14/1/19#0,20% off for new subscribers,Скидка 20% для новых подписчиков
14/1/20#0,From %s/year,От %s/год
14/1/21#0,From %s/month,От %s/месяц
14/1/22#0,Use existing plan,Использовать существующий план
15/1/1#0,"You need a monthly or annual plan 
to use this app","Для использования этого приложения 
нужен месячный или годовой план"
15/1/2#0,Get 20% off your first subscription,Получите скидку 20% на первую подписку
15/1/3#0,Sign up and get 3 months free,Зарегистрируйтесь и получите 3 месяца бесплатно
15/1/4#0,6 month free trial,6-месячный бесплатный пробный период
15/1/5#0,Sign up,Зарегистрироваться
15/1/6#0,"Billing will begin after the free trial ends.
If you cancel during the free trial period, no charges will be incurred.","Списание средств начнётся после окончания бесплатного пробного периода.
Если вы отмените подписку во время бесплатного пробного периода, плата взиматься не будет."
15/1/7#0,"You will not be charged
 once the free trial ends.","Плата не будет взиматься
 после окончания бесплатного пробного периода."
15/1/8#0,Launch in doodle mode,Запустить в режиме набросков
15/1/9#0,You cannot save or export in doodle mode.,В режиме набросков сохранение и экспорт недоступны.
15/1/10#0,Use existing plan,Использовать существующий план
15/1/11#0,Tap here for support,Нажмите здесь для поддержки
15/1/12#0,From %s/year,От %s/год
15/1/13#0,From %s/month,От %s/месяц
16/1/3#0,Get Started,Начать
16/1/4#0,Compare features here,Сравнить возможности здесь
16/1/5#0,"Sign up for free trial
","Зарегистрировать бесплатную пробную версию
"
16/1/6#0,"Sign up to get 
your first 6 months free","Зарегистрируйтесь и получите 
первые 6 месяцев бесплатно"
16/1/7#0,Sign up for a plan,Оформить план
16/1/8#0,"Sign up for free trial
","Зарегистрировать бесплатную пробную версию
"
16/1/9#0,Register your trial to unlock all features for 30 days,"Зарегистрируйте пробную версию, чтобы разблокировать все функции на 30 дней"
16/1/10#0,"I already have a license /
I have signed up for a free offer","У меня уже есть лицензия /
Я оформил бесплатное предложение"
16/1/11#0,For those with an activation code,"Для тех, у кого есть код активации"
16/1/12#0,Click here if you already have a serial number or subscription,"Нажмите здесь, если у вас уже есть серийный номер или подписка"
16/1/13#0,Try Clip Studio Paint,Попробовать Clip Studio Paint
16/1/14#0,Launch in doodle mode,Запустить в режиме набросков
16/1/15#0,You cannot save or export this project.,Вы не можете сохранять и экспортировать этот проект.
16/1/16#0,Failed to import license key file.,Не удалось импортировать файл ключа лицензии.
17/1/1#0,Failed to import license key file.,Не удалось импортировать файл ключа лицензии.
18/1/1#0,The application will launch with some limited functions. You will not be able to save your work.,Приложение запустится с ограниченными функциями. Вы не сможете сохранять своё произведение.
18/1/2#0,Find detailed on limited features,Подробнее об ограниченных функциях
19/1/1#0,Register trial with all features unlocked,Зарегистрировать пробную версию со всеми разблокированными функциями
19/1/2#0,Log in to your Clip Studio account,Войдите в свою учётную запись Clip Studio
19/1/3#0,"Please enter the email and password of your Clip Studio account 
to register your trial and unlock all features. ","Введите адрес электронной почты и пароль вашей учётной записи Clip Studio, 
чтобы зарегистрировать пробную версию и разблокировать все функции. "
19/1/4#0,Could not log in. Please check your Internet connection and try again.,Не удалось войти. Проверьте подключение к Интернету и повторите попытку.
19/1/5#0,Email address,Адрес электронной почты
19/1/7#0,Register trial,Зарегистрировать пробную версию
19/1/8#0,Log in,Войти
19/1/9#0,Forgot your password?,Забыли пароль?
19/1/10#0,Don’t have a Clip Studio account?,Нет учётной записи Clip Studio?
19/1/11#0,Create account,Создать учётную запись
19/1/12#0,What is a Clip Studio account?,Что такое учётная запись Clip Studio?
19/1/13#0,Click here if your device is not connected to the Internet,"Нажмите здесь, если ваше устройство не подключено к Интернету"
19/1/14#0,Continue without logging in,Продолжить без входа
19/1/15#0,Free trial is unavailable if not logged in,Бесплатная пробная версия недоступна без входа
19/1/16#0,Log into Clip Studio,Войти в Clip Studio
19/1/17#0,Forgot your password?,Забыли пароль?
19/1/18#0,Create account,Создать учётную запись
19/1/19#0,Continue without logging in,Продолжить без входа
19/1/20#0,Free trial is unavailable,Бесплатная пробная версия недоступна
19/1/21#0,Please enter your Clip Studio account details.,Введите данные вашей учётной записи Clip Studio.
19/1/22#0,Log in with a different account,Войти с другой учётной записью
19/1/23#0,Continue with Apple,Продолжить с Apple
19/1/24#0,Continue with Google,Продолжить с Google
19/1/26#0,New to Clip Studio?,Впервые в Clip Studio?
19/1/27#0,Create account,Создать учётную запись
19/1/29#0,"Please enter your Clip Studio account email address and password
 and try again.","Введите адрес электронной почты и пароль вашей учётной записи Clip Studio
 и повторите попытку."
19/1/30#0,"Failed to log in. 
The email address or password for your Clip Studio account is incorrect.","Не удалось войти. 
Адрес электронной почты или пароль вашей учётной записи Clip Studio неверны."
19/1/31#0,"Failed to log in
to your Clip Studio account","Не удалось войти
в вашу учётную запись Clip Studio"
19/1/32#0,Failed to log in.,Не удалось войти.
19/1/33#0,Login failed,Не удалось войти
19/1/34#0,Please check your email address and password and try again.,Проверьте адрес электронной почты и пароль и повторите попытку.
19/1/35#0,Failed to login. Please check your email address and password is correct and try again.,Не удалось войти. Проверьте правильность адреса электронной почты и пароля и повторите попытку.
20/1/4#0,Deactivate and launch on this device,Деактивировать и запустить на этом устройстве
20/1/6#0,Login cancelled.,Вход отменён.
20/1/7#0,License verification was cancelled.,Проверка лицензии отменена.
20/1/8#0,"Your license has been verified and registered successfully.
Thank you for choosing our software.","Ваша лицензия успешно проверена и зарегистрирована.
Спасибо, что выбрали нашу программу."
20/1/9#0,Failed to deactivate the license.,Не удалось деактивировать лицензию.
20/1/10#0,"This license has reached the maximum number of deactivations,
so it cannot be activated on this device.","Эта лицензия достигла максимального числа деактиваций,
поэтому её нельзя активировать на этом устройстве."
20/1/11#0,"License verification was cancelled. 

You need to verify the license in order to use this license.","Проверка лицензии отменена. 

Для использования этой лицензии необходимо её проверить."
20/1/12#0,License verification was cancelled.,Проверка лицензии отменена.
20/1/13#0,"License verification was cancelled. 

You need to verify a license in order to use all features of the software. 
The license verification dialog will appear again the next time the software is launched.","Проверка лицензии отменена. 

Для использования всех функций программы необходимо проверить лицензию. 
Диалог проверки лицензии появится снова при следующем запуске программы."
20/1/14#0,"The valid term for this license has expired. 
Thank you for using our software.","Срок действия этой лицензии истёк. 
Спасибо, что пользуетесь нашей программой."
20/1/15#0,"The entered confirmation key is incorrect.

Please check the confirmation key displayed in the browser and try again.","Введённый ключ подтверждения неверен.

Проверьте ключ подтверждения, показанный в браузере, и повторите попытку."
20/1/16#0,"The license verification failed. 

Your device may not be connected to the Internet 
or there may be a problem with the license system. 
License verification may fail if your network connection is weak. 

If you cannot connect this device to the Internet, 
you can register your license from another device with Internet connection. 
Would you like to try this instead?","Не удалось проверить лицензию. 

Возможно, ваше устройство не подключено к Интернету 
или возникла проблема с системой лицензирования. 
Проверка лицензии может не удаться при слабом сетевом подключении. 

Если вы не можете подключить это устройство к Интернету, 
вы можете зарегистрировать лицензию с другого устройства с подключением к Интернету. 
Хотите попробовать этот способ вместо этого?"
20/1/17#0,License verification failed.,Не удалось проверить лицензию.
20/1/18#0,"This license is already being used on another device. 
You will need to switch the active device to use it on this device.","Эта лицензия уже используется на другом устройстве. 
Чтобы использовать её на этом устройстве, потребуется переключить активное устройство."
20/1/19#0,"Your license was deactivated successfully.
You can now try all features of the software.","Лицензия успешно деактивирована.
Теперь вы можете попробовать все функции программы."
20/1/20#0,"Your license was deactivated successfully.
You can now use all features of the software.","Лицензия успешно деактивирована.
Теперь вы можете использовать все функции программы."
20/1/21#0,"Your trial was registered successfully.
You can now use all features of the software.","Пробная версия успешно зарегистрирована.
Теперь вы можете использовать все функции программы."
20/1/22#0,"The valid term for this license has expired. 
Thank you for using Clip Studio Paint.","Срок действия этой лицензии истёк. 
Спасибо, что пользуетесь Clip Studio Paint."
20/1/23#0,Failed to login. Please check the email address and password.,Не удалось войти. Проверьте адрес электронной почты и пароль.
20/1/24#0,Trial registration was cancelled.,Регистрация пробной версии отменена.
20/1/25#0,Failed to register the trial.,Не удалось зарегистрировать пробную версию.
20/1/26#0,"Failed to register the trial.
There may be a problem with your Internet connection 
or the license system may be busy.

Please check your connection and try again.
If you keep receiving this error, please contact us with the form below.","Не удалось зарегистрировать пробную версию.
Возможно, возникла проблема с подключением к Интернету 
или система лицензирования занята.

Проверьте подключение и повторите попытку.
Если эта ошибка повторяется, свяжитесь с нами через форму ниже."
20/1/27#0,"You may now use the software. 
Thank you for registering.","Теперь вы можете пользоваться программой. 
Спасибо за регистрацию."
20/1/28#0,"The valid period for this serial number has expired. 
Thank you for using Clip Studio Paint.","Срок действия этого серийного номера истёк. 
Спасибо, что пользуетесь Clip Studio Paint."
20/1/29#0,"Your trial was registered successfully.
You can now use all features of the software.","Пробная версия успешно зарегистрирована.
Теперь вы можете использовать все функции программы."
20/1/30#0,"Your plan has expired.
Thank you for using Clip Studio Paint.","Срок действия вашего плана истёк.
Спасибо, что пользуетесь Clip Studio Paint."
20/1/31#0,"You need an Internet connection to use the app for free.

The app will launch with limited features.","Для бесплатного использования приложения требуется подключение к Интернету.

Приложение запустится с ограниченными функциями."
20/1/32#0,"There was an error with the server.
Please wait and try again to use the software for free.

The software will launch with limited features.","Произошла ошибка сервера.
Подождите и повторите попытку, чтобы использовать программу бесплатно.

Программа запустится с ограниченными функциями."
20/1/33#0,"Your free 30 hours have ended.

The app will launch with limited features.","Ваши бесплатные 30 часов закончились.

Приложение запустится с ограниченными функциями."
22/1/1#0,"You can’t use this product with the serial number you entered.
Click here for details.","Вы не можете использовать этот продукт с введённым серийным номером.
Нажмите здесь для получения подробных сведений."
23/1/1#0,For Windows/macOS (30 digits),Для Windows/macOS (30 цифр)
23/1/2#0,How can I check my serial number?,Как проверить серийный номер?
23/1/4#0,The serial number may not have been entered correctly.,"Возможно, серийный номер введён неверно."
23/1/5#0,"This trial serial number has already been used. 
You cannot use this serial number.","Этот пробный серийный номер уже использован. 
Вы не можете использовать этот серийный номер."
23/1/6#0,You cannot change to this serial number.,Вы не можете перейти на этот серийный номер.
23/1/7#0,The license could not be verified.,Не удалось проверить лицензию.
23/1/8#0,The product and module version do not match. The software may not be installed correctly.,"Версии продукта и модуля не совпадают. Возможно, программа установлена неправильно."
23/1/9#0,"The application failed to launch because the necessary files to verify the license could not be found.
The application may not be installed correctly.","Не удалось запустить приложение, так как не удалось найти файлы, необходимые для проверки лицензии.
Возможно, приложение установлено неправильно."
23/1/10#0,"The process failed because the necessary files to verify the license could not be found.
The application may not be installed correctly.","Не удалось выполнить операцию, так как не удалось найти файлы, необходимые для проверки лицензии.
Возможно, приложение установлено неправильно."
23/1/11#0,The process could not be carried out because the application is open in a virtual OS.,"Операцию не удалось выполнить, так как приложение открыто в виртуальной ОС."
23/1/12#0,"The process failed because the necessary information could not be obtained. 
If you are not logged in with system administrator permissions, please log in as an administrator and try again.","Не удалось выполнить операцию, так как не удалось получить необходимые сведения. 
Если вы вошли в систему без прав системного администратора, войдите как администратор и повторите попытку."
23/1/13#0,"The process failed because the necessary files could not be found, or because you do not have permission to perform this action.","Не удалось выполнить операцию, так как не удалось найти необходимые файлы или у вас нет разрешения на это действие."
23/1/14#0,"You cannot register trial use with early preview version (RC version).
If you register trial use with the official version, the serial number will appear in the Version information dialog. Please enter that serial number.","Вы не можете зарегистрировать пробное использование с ранней предварительной версией (версия RC).
Если вы зарегистрируете пробное использование с официальной версией, серийный номер появится в диалоге сведений о версии. Введите этот серийный номер."
23/1/15#0,More information,Подробнее
24/1/1#0,"See here for details on your current plan 
","Подробные сведения о вашем текущем плане см. здесь 
"
24/1/2#0,Activation code,Код активации
24/1/3#0,Serial number,Серийный номер
24/1/4#0,"For smartphones, tablets, and PCs (12 or 13 digits)","Для смартфонов, планшетов и ПК (12 или 13 цифр)"
24/1/5#0,For Windows/macOS (30 digits),Для Windows/macOS (30 цифр)
24/1/7#0,I don’t have a license,У меня нет лицензии
24/1/8#0,Enter serial number,Введите серийный номер
24/1/11#0,The serial number may not have been entered correctly.,"Возможно, серийный номер введён неверно."
24/1/12#0,"This trial serial number has already been used. 
You cannot use this serial number.","Этот пробный серийный номер уже использован. 
Вы не можете использовать этот серийный номер."
24/1/13#0,You cannot change to this serial number.,Вы не можете перейти на этот серийный номер.
24/1/14#0,The license could not be verified.,Не удалось проверить лицензию.
24/1/15#0,The software may not be installed correctly.,"Возможно, программа установлена неправильно."
24/1/16#0,"The application failed to launch because the necessary files to verify the license could not be found.
The application may not be installed correctly.","Не удалось запустить приложение, так как не удалось найти файлы, необходимые для проверки лицензии.
Возможно, приложение установлено неправильно."
24/1/17#0,"The process failed because the necessary files to verify the license could not be found.
The application may not be installed correctly.","Не удалось выполнить операцию, так как не удалось найти файлы, необходимые для проверки лицензии.
Возможно, приложение установлено неправильно."
24/1/18#0,The process could not be carried out because the application is open in a virtual OS.,"Операцию не удалось выполнить, так как приложение открыто в виртуальной ОС."
24/1/19#0,"The process failed because the necessary information could not be obtained. 
If you are not logged in with system administrator permissions, please log in as an administrator and try again.","Не удалось выполнить операцию, так как не удалось получить необходимые сведения. 
Если вы вошли в систему без прав системного администратора, войдите как администратор и повторите попытку."
24/1/20#0,"The process failed because the necessary files could not be found, or because you do not have permission to perform this action.","Не удалось выполнить операцию, так как не удалось найти необходимые файлы или у вас нет разрешения на это действие."
24/1/21#0,"$$$ You cannot register trial use with early preview version (RC version).
If you register trial use with official version, serial number will appear. Please enter that serial number.","$$$ Вы не можете зарегистрировать пробное использование с ранней предварительной версией (версия RC).
Если вы зарегистрируете пробное использование с официальной версией, появится серийный номер. Введите этот серийный номер."
24/1/23#0,Deactivate and launch on this device,Деактивировать и запустить на этом устройстве
24/1/26#0,Please use on the iPad,Используйте на iPad
24/1/27#0,Lost your serial number?,Потеряли серийный номер?
24/1/28#0,"This license is already being used on another device. 
You will need to switch the active device to use it on this device.","Эта лицензия уже используется на другом устройстве. 
Чтобы использовать её на этом устройстве, потребуется переключить активное устройство."
24/1/29#0,"This license has reached the maximum number of deactivations,
so it cannot be activated on this device.","Эта лицензия достигла максимального числа деактиваций,
поэтому её нельзя активировать на этом устройстве."
24/1/30#0,You cannot use this on the current device.,Вы не можете использовать это на текущем устройстве.
24/1/31#0,More information,Подробнее
24/1/32#0,Do you want to uninstall Clip Studio Paint %d.%d.%d and install Clip Studio Paint %d.%d.%d?,Удалить Clip Studio Paint %d.%d.%d и установить Clip Studio Paint %d.%d.%d?
24/1/33#0,Do you want to install Clip Studio Paint %d.%d.%d?,Установить Clip Studio Paint %d.%d.%d?
24/1/34#0,Do you want to install the latest version of Clip Studio Paint?,Установить последнюю версию Clip Studio Paint?
24/1/35#0,"The server is busy. 
Please try again later.","Сервер занят. 
Повторите попытку позже."
24/1/36#0,More information,Подробнее
24/1/37#0,"The Simplified Chinese OS cannot be used with versions of Clip Studio Paint earlier than 4.1.0. 
Do you want to uninstall Clip Studio Paint %d.%d.%d and install Clip Studio Paint %d.%d.%d?","Упрощённую китайскую ОС нельзя использовать с версиями Clip Studio Paint ранее 4.1.0. 
Удалить Clip Studio Paint %d.%d.%d и установить Clip Studio Paint %d.%d.%d?"
25/1/1#0,Enter 2-step verification code,Введите код двухэтапной проверки
25/1/2#0,Enter the 6-digit code,Введите 6-значный код
25/1/3#0,"A verification code has been sent to your registered email address.
Please enter the 6-digit verification code included in the email to log in.
The verification code will expire in 10 minutes.","Код подтверждения отправлен на зарегистрированный адрес электронной почты.
Чтобы войти, введите 6-значный код подтверждения из письма.
Срок действия кода подтверждения истечёт через 10 минут."
25/1/4#0,Send verification code again,Отправить код подтверждения ещё раз
25/1/5#0,Mark this device as trusted and skip 2-step verification for 90 days,Отметить это устройство как доверенное и пропускать двухэтапную проверку в течение 90 дней
25/1/6#0,Log in,Войти
25/1/8#0,Verification failed. Please enter the verification code again or try reissuing it.,Не удалось выполнить проверку. Введите код подтверждения ещё раз или попробуйте получить его заново.
25/1/9#0,Verification failed. Please check the connectivity of your device.,Не удалось выполнить проверку. Проверьте подключение вашего устройства.
26/1/1#0,This app version cannot be activated with your license (Ver. %s),Эту версию приложения нельзя активировать с вашей лицензией (Ver. %s)
26/1/2#0,The usage period of your Update Pass has expired.,Срок действия вашего Update Pass истёк.
26/1/3#0,perpetual license,бессрочная лицензия
26/1/4#0,Purchase a license for this application (Ver. %s),Приобрести лицензию для этого приложения (Ver. %s)
26/1/6#0,Get available app,Получить доступное приложение
26/1/7#0,Get the app for your license (Ver. %s),Получить приложение для вашей лицензии (Ver. %s)
26/1/9#0,"You have a license, activation code, 
or Update Pass　(Ver. %s)","У вас есть лицензия, код активации 
или Update Pass　(Ver. %s)"
26/1/10#0,Select & Enter,Выбрать и ввести
26/1/11#0,Try the latest features,Попробовать новейшие возможности
26/1/12#0,Install and try the latest version,Установить и попробовать последнюю версию
27/1/1#0,This version cannot be activated with the current license.,Эту версию нельзя активировать с текущей лицензией.
27/1/2#0,Install previous version,Установить предыдущую версию
