key,source,target
2/1/2#0,All supported formats|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.wav;*.mp3;*.ogg;*.avi;*.mov;*.mp4|3D data (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl|Image (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Audio (*.wav;*.mp3;*.ogg)|*.wav;*.mp3;*.ogg|Video (*.avi;*.mov;*.mp4)|*.avi;*.mov;*.mp4,Все поддерживаемые форматы|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.wav;*.mp3;*.ogg;*.avi;*.mov;*.mp4|3D-данные (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl|Изображение (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Аудио (*.wav;*.mp3;*.ogg)|*.wav;*.mp3;*.ogg|Видео (*.avi;*.mov;*.mp4)|*.avi;*.mov;*.mp4
2/1/3#0,All supported formats|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.wav;*.mp3;*.ogg;*.mov;*.mp4|3D data (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl|Images (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Audio (*.wav;*.mp3;*.ogg)|*.wav;*.mp3;*.ogg|Movie (*.mov;*.mp4)|*.mov;*.mp4,Все поддерживаемые форматы|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.wav;*.mp3;*.ogg;*.mov;*.mp4|3D-данные (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl|Изображения (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Аудио (*.wav;*.mp3;*.ogg)|*.wav;*.mp3;*.ogg|Видеоролик (*.mov;*.mp4)|*.mov;*.mp4
2/1/4#0,All supported formats|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.avi|3D data (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl|Image (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Video (*.avi)|*.avi,Все поддерживаемые форматы|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.avi|3D-данные (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl|Изображение (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Видео (*.avi)|*.avi
2/1/5#0,All supported formats|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.avi;*.mov;*.mp4|3D data (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl|Image (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Video (*.avi;*.mov;*.mp4)|*.avi;*.mov;*.mp4,Все поддерживаемые форматы|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.avi;*.mov;*.mp4|3D-данные (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl|Изображение (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Видео (*.avi;*.mov;*.mp4)|*.avi;*.mov;*.mp4
2/1/6#0,All supported formats|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.mov;*.mp4|3D data (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm|Image (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Video (*.mov;*.mp4)|*.mov;*.mp4,Все поддерживаемые форматы|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.mov;*.mp4|3D-данные (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm|Изображение (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Видео (*.mov;*.mp4)|*.mov;*.mp4
2/1/7#0,All supported formats|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.wav;*.mp3;*.ogg;*.mov;*.mp4|Images (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Audio (*.wav;*.mp3;*.ogg)|*.wav;*.mp3;*.ogg|Movie (*.mov;*.mp4)|*.mov;*.mp4,Все поддерживаемые форматы|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.wav;*.mp3;*.ogg;*.mov;*.mp4|Изображения (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Аудио (*.wav;*.mp3;*.ogg)|*.wav;*.mp3;*.ogg|Видеоролик (*.mov;*.mp4)|*.mov;*.mp4
2/1/8#0,All supported formats|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.mov;*.mp4|Images (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Movie (*.mov;*.mp4)|*.mov;*.mp4,Все поддерживаемые форматы|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.mov;*.mp4|Изображения (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Видеоролик (*.mov;*.mp4)|*.mov;*.mp4
2/1/9#0,All supported formats |*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.wav;*.mp3;*.ogg;*.mp4|Images (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Audio (*.wav;*.mp3;*.ogg)|*.wav;*.mp3;*.ogg|Movie (*.mp4)|*.mp4,Все поддерживаемые форматы |*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.wav;*.mp3;*.ogg;*.mp4|Изображения (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Аудио (*.wav;*.mp3;*.ogg)|*.wav;*.mp3;*.ogg|Видеоролик (*.mp4)|*.mp4
2/1/10#0,All supported formats|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.mp4|Images (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Movie (*.mp4)|*.mp4,Все поддерживаемые форматы|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.mp4|Изображения (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Видеоролик (*.mp4)|*.mp4
2/1/11#0,This item cannot be deleted as it contains data that may be in use.,"Этот элемент нельзя удалить, так как он содержит данные, которые могут использоваться."
2/1/12#0,"Cannot register the item since there are types of items which cannot be used when syncing to the Clip Studio cloud. 
It is possible to use these items by turning off syncing in the “Projects” tab in Clip Studio.","Нельзя зарегистрировать элемент, так как есть типы элементов, которые нельзя использовать при синхронизации с облаком Clip Studio. 
Их можно использовать, отключив синхронизацию на вкладке «Проекты» в Clip Studio."
2/1/13#0,This file format is not supported.,Этот формат файла не поддерживается.
2/1/14#0,"Failed to import some files. This may be due to the following:

・The file was in an unsupported format.
・The process was cancelled from the “Import 3D File” dialog.",
2/1/15#0,"Failed to import the file because there is no Documents folder in the Internal Storage of the device. 
Please create a Documents folder directly under Internal Storage in the file manager app and try again.","Не удалось импортировать файл, так как во внутренней памяти устройства нет папки Documents. 
Создайте папку Documents непосредственно во внутренней памяти в приложении файлового менеджера и повторите попытку."
3/1/1#0,Settings,Настройки
3/1/2#0,Register,Зарегистрировать
3/1/3#0,Delete,Удалить
4/1/1#0,Add item,Добавить элемент
4/1/2#0,Add item,Добавить элемент
4/1/3#0,Change item settings,Изменить настройки элемента
4/1/4#0,Delete item,Удалить элемент
4/1/5#0,"%s is being used in a script. 
Do you want to delete it?","%s используется в сценарии. 
Удалить?"
4/1/6#0,Importing %s... (%d/%d),Импорт %s... (%d/%d)
